categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Entretenimento,6,IndicaAi: Filmes e Séries,com.indicaaibrasil,IndicaAi,indicaai.suporte@protonmail.com,http://meu-app.click/,Entretenimento,4.847931,17938,7507,100.000+,100000,387384,1,0,BRL,1,0,,Classificação Livre,13 de set. de 2025,1782067493,2.1.4,,Guia estilo Megaflix e Cine Vision. Ache lançamentos e onde assistir legalmente.,https://play.google.com/store/apps/details?id=com.indicaaibrasil&hl=pt&gl=br,100,63,94,pequeno/indie,41358,27.46,98.09,318.78,47.08,529.66,254.24,alta,25,4.88,96.0,0.0,"SerpAPI, ScrapingBee"
Livros e Referências,1,Newpedia,jp.mypedia,KAIHAWK,info@kaihawk.jp,https://kaihawk.jp,Livros e referências,4.2173915,385,9,10.000+,10000,39201,1,0,BRL,1,1,"R$ 12,99 – R$ 24,99 por item",Classificação Livre,3 de jun. de 2020,1782630431,9.6.0,,Vamos fazer um dicionário,https://play.google.com/store/apps/details?id=jp.mypedia&hl=pt&gl=br,100,41,81,pequeno/indie,3336,28.81,102.91,334.44,63.8,555.69,344.53,média,10,4.0,80.0,20.0,"SerpAPI, ScrapingBee"
Livros e Referências,3,Cabeceira - Registre leituras,br.com.taglivros.cabeceira,Tag Livros,contato@taglivros.com.br,https://taglivros.com/,Livros e referências,4.6376786,61651,13633,1.000.000+,1000000,1350446,1,0,BRL,0,0,,Classificação Livre,13 de nov. de 2019,1776107490,1.11.0,,O Cabeceira é o seu assistente pessoal de leituras.,https://play.google.com/store/apps/details?id=br.com.taglivros.cabeceira&hl=pt&gl=br,84,58,71,pequeno/indie,128204,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.04,44.0,40.0,"SerpAPI, ScrapingBee"
Livros e Referências,7,TTS: lê em voz alta livros,tts.reader,Librera,librera.reader@gmail.com,http://librera.mobi,Livros e referências,4.6218486,11726,647,1.000.000+,1000000,2162772,1,0,BRL,1,0,,Classificação Livre,15 de jan. de 2019,1779373282,9.4.8,,"Leia seus livros em voz alta com uma voz humana, leitor de voz",https://play.google.com/store/apps/details?id=tts.reader&hl=pt&gl=br,79,60,70,pequeno/indie,210189,139.58,498.48,1620.08,239.27,2691.82,1292.07,alta,25,4.44,88.0,12.0,"SerpAPI, ScrapingBee"
Livros e Referências,10,ElevenReader: Read Books Aloud,io.elevenlabs.readerapp,Eleven Labs Inc,team@elevenlabs.io,https://elevenreader.io,Livros e referências,4.732143,62766,1115,1.000.000+,1000000,3239866,1,0,BRL,0,1,"R$ 2,59 – R$ 1.699,99 por item",Classificação Livre,19 de ago. de 2024,1782725254,1.7.2,,"Leia em voz alta eBooks, audiolivros, PDFs ou qualquer texto convertido em fala.",https://play.google.com/store/apps/details?id=io.elevenlabs.readerapp&hl=pt&gl=br,69,65,69,crescendo,385346,5618.72,20066.86,65217.29,12441.45,108361.03,67183.84,alta,25,4.6,88.0,4.0,"SerpAPI, ScrapingBee"
Livros e Referências,8,ARHEVE: Books Library,com.arheve.arheve,ARHEVE,info@arheve.org,https://arheve.org,Livros e referências,,,,100.000+,100000,229551,1,0,BRL,0,0,,Classificação Livre,25 de jul. de 2021,1777578132,1.4.20260430,,70000 livros em diferentes idiomas sem anúncios,https://play.google.com/store/apps/details?id=com.arheve.arheve&hl=pt&gl=br,100,26,49,pequeno/indie,18044,0.0,0.0,0.0,0.0,0.0,0.0,média,4,4.0,75.0,25.0,"SerpAPI, ScrapingBee"
Livros e Referências,9,Moon+ Reader,com.flyersoft.moonreader,Moon+,seanyword@gmail.com,http://www.moondownload.com,Livros e referências,4.4945416,269638,8651,10.000.000+,10000000,28099662,1,0,BRL,1,1,"R$ 4,99 por item",Classificação Livre,7 de ago. de 2010,1779507999,10.6,,o teu leitor de livros electrónicos digital enriquecido,https://play.google.com/store/apps/details?id=com.flyersoft.moonreader&hl=pt&gl=br,29,56,37,normal,2795551,7764.12,27729.0,90119.26,17191.98,149736.62,92836.71,alta,25,4.2,76.0,16.0,"SerpAPI, ScrapingBee"
Entretenimento,7,Angel: TV e Filmes,com.vidangel.thechosen,"Angel Studios, Inc.",support@angel.com,https://www.angel.com,Entretenimento,4.630526,373989,33012,10.000.000+,10000000,19271210,1,0,BRL,0,1,"R$ 68,99 – R$ 1.049,99 por item",Classificação Livre,23 de nov. de 2019,1781732616,26.6.11,,"Transmita Homestead, Sound of Freedom, Cabrini, Dry Bar Comedy e mais.",https://play.google.com/store/apps/details?id=com.vidangel.thechosen&hl=pt&gl=br,19,64,36,normal,2489084,59396.22,212129.34,689420.37,131520.19,1145498.46,710209.04,alta,25,2.48,36.0,60.0,"SerpAPI, ScrapingBee"
Entretenimento,2,SuperCine.TV - Filmes e Séries,tv.supercine,Royal solutions,contato.royalprime@protonmail.com,https://mee727d47.app-ads-txt.com,Entretenimento,4.520893,184172,93625,10.000.000+,10000000,16778568,1,0,BRL,1,0,,Classificação 16 anos,31 de ago. de 2022,1776630918,1.0.0,,Mantenha-se sempre atualizado .,https://play.google.com/store/apps/details?id=tv.supercine&hl=pt&gl=br,29,53,36,normal,1794842,1083.51,3869.68,12576.46,1857.45,20896.27,10030.21,alta,25,3.76,60.0,20.0,"SerpAPI, ScrapingBee"
Livros e Referências,4,eReader Prestigio: Leitor,com.prestigio.ereader,Prestigio development team,ereader@prestigio.com,https://prestigio.com/,Livros e referências,4.8153887,552181,14116,10.000.000+,10000000,30997383,1,0,BRL,1,1,"R$ 3,39 – R$ 334,99 por item",Classificação Livre,29 de fev. de 2012,1778851601,Varies with device,,drm epub pdf mobi fb2 html rtf txt book reader - free ebook ereader by Prestigio,https://play.google.com/store/apps/details?id=com.prestigio.ereader&hl=pt&gl=br,19,61,36,normal,3406754,223966.26,799879.49,2599608.33,495925.28,4319349.23,2677996.52,alta,25,4.56,92.0,8.0,"SerpAPI, ScrapingBee"
