categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Quadrinhos,9,Leitor de Quadrinhos CBR CBZ,com.madmustachecompany.comic.book.manga.reader,Mad Mustache Company,madmustachecompany@gmail.com,,Quadrinhos,4.6,542,37,100.000+,100000,142820,1,0,BRL,0,1,"R$ 9,99 – R$ 384,99 por item",Classificação Livre,30 de jun. de 2024,1782709932,1.33.0,,"O aplicativo para leitura de quadrinhos: abra arquivos ZIP, RAR, CBZ, CBR e PDF",https://play.google.com/store/apps/details?id=com.madmustachecompany.comic.book.manga.reader&hl=pt&gl=br,100,70,96,pequeno/indie,14430,1206.97,4310.59,14009.42,2672.57,23277.18,14431.85,média,25,3.72,64.0,28.0,"SerpAPI, ScrapingBee"
Negócios,3,Nex: PDV e gestão de vendas,br.com.nextar.nexapp,NEXTAR,suporte@nextar.com.br,https://www.programanex.com.br/,Negócios,4.678082,3900,706,100.000+,100000,408620,1,0,BRL,0,1,"R$ 19,90 – R$ 1.190,00 por item",Classificação Livre,2 de mar. de 2022,1781876654,2.4.40093-prod,,"Controle o estoque, venda pelo PDV móvel, crie um catálogo online e muito mais!",https://play.google.com/store/apps/details?id=br.com.nextar.nexapp&hl=pt&gl=br,100,61,94,pequeno/indie,43750,248.67,888.1,2886.33,550.62,4795.75,2973.36,média,25,3.84,72.0,24.0,"SerpAPI, ScrapingBee"
Notícias e Revistas,6,Jornais Brasileiros,com.diariosbrasil,JpCrow,cuervojuanpablo@gmail.com,http://jpcrow.com.ar/,Notícias e revistas,4.79,615,287,10.000+,10000,35373,1,0,BRL,1,0,,Classificação Livre,15 de mai. de 2016,1778246617,28.0,,Todos os Jornais e revistas do Brasil. Jornais Brasilerios,https://play.google.com/store/apps/details?id=com.diariosbrasil&hl=pt&gl=br,100,54,92,pequeno/indie,2742,1.66,5.91,19.22,2.84,31.93,15.33,média,25,4.84,100.0,0.0,"SerpAPI, ScrapingBee"
Ferramentas,1,Tooly: Caixa de Ferramentas,com.yousx.thetoolsapp,FutureCraft Apps,futurecraftapps@gmail.com,https://futurecraftapps.com/,Ferramentas,4.712871,5527,40,500.000+,500000,642455,1,0,BRL,1,1,"R$ 5,99 – R$ 55,99 por item",Classificação Livre,30 de jan. de 2023,1777549568,1.39,,Mais de 100 ferramentas úteis em um só aplicativo.,https://play.google.com/store/apps/details?id=com.yousx.thetoolsapp&hl=pt&gl=br,94,57,91,pequeno/indie,58711,735.94,2628.36,8542.15,1629.58,14193.12,8799.73,alta,25,4.76,96.0,0.0,"SerpAPI, ScrapingBee"
Produtividade,5,Calendário – Agenda Planner,calendar.agenda.planner.pro,Glad Appvestor,support@callmaster.dev,https://www.callmaster.dev,Produtividade,4.84,3247,367,1.000.000+,1000000,1352517,1,0,BRL,1,1,"R$ 19,99 por item",Classificação Livre,27 de ago. de 2025,1777476243,2.6,,"Agenda e calendário com notas, checklist e planner diário",https://play.google.com/store/apps/details?id=calendar.agenda.planner.pro&hl=pt&gl=br,92,56,91,pequeno/indie,128411,1840.92,6574.7,21367.77,4076.31,35503.37,22012.09,média,25,4.92,100.0,0.0,"SerpAPI, ScrapingBee"
Finanças,8,Investidor10 - Bolsa e Mercado,com.investidor10app,Investidor10,contato@investidor10.com.br,https://investidor10.com.br/,Finanças,4.8543124,43665,6004,500.000+,500000,792075,1,0,BRL,0,1,"R$ 19,90 – R$ 238,80 por item",Classificação Livre,22 de dez. de 2023,1781287567,1.1.27,,"Gestão de Investimentos, Agenda de Dividendos, Análise de Ações, FIIs e Stocks.",https://play.google.com/store/apps/details?id=com.investidor10app&hl=pt&gl=br,84,64,91,pequeno/indie,87812,10057.98,35921.35,116744.4,22271.24,193975.31,120264.69,alta,25,4.92,100.0,0.0,"SerpAPI, ScrapingBee"
Ferramentas,4,Caixa ferramentas inteligente,com.smarttools.utility.multipurpose,Apps Cabinet,appscabinet.developer@gmail.com,,Ferramentas,4.6666665,1309,7,100.000+,100000,351830,1,0,BRL,1,1,"R$ 10,99 – R$ 57,99 por item",Classificação Livre,9 de nov. de 2021,1769720444,1.2.5,,Aplicativo de ferramentas inteligentes com Leitor de QR e Conversor de unidades.,https://play.google.com/store/apps/details?id=com.smarttools.utility.multipurpose&hl=pt&gl=br,100,46,90,pequeno/indie,31140,432.3,1543.93,5017.78,957.24,8337.23,5169.08,média,11,4.18,72.7,9.1,"SerpAPI, ScrapingBee"
Paternidade,4,Acompanhe a gravidez e o bebé,period.pregnancy.tracker.app,Outlookdaily,helps@taskdaily.net,https://taskdaily.net/,Criação de filhos,4.722772,2593,115,500.000+,500000,889706,1,0,BRL,1,1,"R$ 25,99 – R$ 94,99 por item",Classificação Livre,2 de abr. de 2025,1776674481,1.2.9,,"Acompanhe a sua gravidez e o crescimento do bebé, mostre as suas mudanças",https://play.google.com/store/apps/details?id=period.pregnancy.tracker.app&hl=pt&gl=br,92,55,90,pequeno/indie,82690,1975.68,7055.99,22931.95,4374.71,38102.32,23623.44,média,25,4.64,92.0,8.0,"SerpAPI, ScrapingBee"
Estilo de Vida,10,Glowin - Rotina Diaria Habitos,com.kompanion.glowin.android,Ornitorenk Dijital Hizmetler Anonim Sirketi,hi@kompanionapp.com,https://kompanionapp.com,Saúde e fitness,4.8697915,5810,65,100.000+,100000,106147,1,0,BRL,0,1,"R$ 39,90 – R$ 159,99 por item",Classificação Livre,5 de set. de 2025,1767703464,1.0.2,,"Organize sua rotina, crie hábitos e alcance seus objetivos todos os dias",https://play.google.com/store/apps/details?id=com.kompanion.glowin.android&hl=pt&gl=br,100,47,90,pequeno/indie,8787,461.08,1646.73,5351.86,1020.97,8892.33,5513.24,alta,25,4.32,80.0,12.0,"SerpAPI, ScrapingBee"
Estilo de Vida,4,Hizo: Hábitos e Tarefas,dev.voksu.hizo,Hizo,support@hizo.me,https://hizo.me,Produtividade,4.71,7348,165,1.000.000+,1000000,1175884,1,0,BRL,0,1,"R$ 21,99 – R$ 194,99 por item",Classificação Livre,27 de jun. de 2023,1776360260,1.22.10,,Crie hábitos facilmente e acompanhe-os em uma interface intuitiva.,https://play.google.com/store/apps/details?id=dev.voksu.hizo&hl=pt&gl=br,84,56,89,pequeno/indie,110855,7997.75,28563.39,92831.02,17709.3,154242.32,95630.24,alta,25,4.56,92.0,8.0,"SerpAPI, ScrapingBee"
