categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Negócios · ERP para Pequenos Negócios,20,Controle de Estoque Online,io.controle.estoque,Aleff,aleffbruno@gmail.com,https://nodemailer-mycanlendarionic.onrender.com/,Produtividade,4.79,522,302,10.000+,10000,28985,1,0,BRL,1,1,"R$ 12,99 – R$ 1.099,99 por item",Classificação Livre,21 de jun. de 2024,1783649666,0.0.155,,"App de controle de estoque e produtos: entradas, saídas, código de barras",https://play.google.com/store/apps/details?id=io.controle.estoque&hl=pt&gl=br,100,70,96,pequeno/indie,2663,76.51,273.24,888.03,169.41,1475.5,914.81,média,25,4.68,88.0,0.0,"SerpAPI, Firecrawl"
Negócios · ERP para Pequenos Negócios,10,"Jarbas: PDV, vendas e estoque",com.jarbas.jarbas,Jarbas Software e Servicos,help@jarbas.app,https://jarbas.app,Negócios,4.807947,2274,301,100.000+,100000,104332,1,0,BRL,0,1,"R$ 9,99 – R$ 399,99 por item",Classificação Livre,19 de ago. de 2021,1784137305,2.7.64,,"Melhore seu negócio: estoque, pdv, finanças, pedidos, gestão financeira, venda",https://play.google.com/store/apps/details?id=com.jarbas.jarbas&hl=pt&gl=br,100,61,94,pequeno/indie,10354,1716.05,6128.76,19918.47,3799.83,33095.3,20519.09,média,25,4.48,92.0,8.0,"SerpAPI, Firecrawl"
Negócios · ERP para Pequenos Negócios,7,Estoque Fácil 2.0,rodsoftware.br.com.estoquefacil2,Rodsoftware Desenvolvimento de Sistemas LTDA.,rodrigo.estoquefacil@hotmail.com,,Finanças,4.6931624,11867,6448,100.000+,100000,410820,1,0,BRL,0,1,"R$ 0,99 – R$ 179,00 por item",Classificação Livre,12 de mai. de 2018,1780960919,245.0,,"Controle estoque e vendas sem complicação. Tudo no celular, em minutos.",https://play.google.com/store/apps/details?id=rodsoftware.br.com.estoquefacil2&hl=pt&gl=br,100,60,94,pequeno/indie,36665,2921.91,10435.41,33915.08,6469.95,56351.22,34937.75,alta,25,4.6,88.0,8.0,"SerpAPI, Firecrawl"
Negócios · ERP para Pequenos Negócios,3,"Pedidos, Estoque e Financeiro",com.quardmobile.vendas,Quard Sistemas,suporte@neoquard.com.br,http://vendasmobile.neoquard.com.br,Negócios,4.738983,3872,2551,100.000+,100000,332049,1,0,BRL,0,1,"R$ 1,99 – R$ 131,99 por item",Classificação Livre,31 de dez. de 2014,1784118607,8083,,"Vendas Mobile permite realizar Pedidos, Vendas, Estoque e Controle Financeiro.",https://play.google.com/store/apps/details?id=com.quardmobile.vendas&hl=pt&gl=br,100,62,94,pequeno/indie,35157,1904.17,6800.6,22101.97,4216.38,36723.27,22768.43,média,25,4.48,88.0,12.0,"SerpAPI, Firecrawl"
Negócios · ERP para Pequenos Negócios,6,Controle de Estoque Fácil,com.cristianwdev.estoquefacil,Cristian Correia,suportccapps@gmail.com,https://app-ads-ce234.web.app/,Produtividade,4.85,572,261,10.000+,10000,26258,1,0,BRL,1,1,"R$ 9,90 por item",Classificação Livre,26 de dez. de 2024,1784228460,5.0.9,,"App eficiente para gestão de estoque, rastreie entradas, saídas em tempo real.",https://play.google.com/store/apps/details?id=com.cristianwdev.estoquefacil&hl=pt&gl=br,100,58,93,pequeno/indie,2398,20.12,71.85,233.52,44.55,388.0,240.56,média,25,4.96,100.0,0.0,"SerpAPI, Firecrawl"
Negócios · ERP para Pequenos Negócios,2,Controle de estoque - Kontro,com.br.kontro,Catálogo Virtual e Controle de Estoque - Kontro,oi@kontro.com.br,https://kontro.app,Negócios,4.85,294,210,50.000+,50000,59430,1,0,BRL,0,1,"R$ 39,90 – R$ 589,99 por item",Classificação Livre,27 de abr. de 2024,1782934821,2.9.11,,"Catálogo virtual, controle de vendas & estoque & fiados, PDV, lucro & custo",https://play.google.com/store/apps/details?id=com.br.kontro&hl=pt&gl=br,100,56,93,pequeno/indie,5706,1453.01,5189.31,16865.27,3217.38,28022.3,17373.83,média,25,4.84,96.0,4.0,"SerpAPI, Firecrawl"
Negócios · ERP para Pequenos Negócios,16,Estoque Simples,br.com.gameloop.estoquesimples,André F.,andre@gameloop.com.br,https://andrefortunato.dev.br,Produtividade,4.498371,3090,1621,100.000+,100000,176186,1,0,BRL,1,1,"R$ 12,99 por item",Classificação Livre,2 de jan. de 2017,1783540913,17,,"Facilita o controle do seu estoque de forma simples, rápida e eficiente.",https://play.google.com/store/apps/details?id=br.com.gameloop.estoquesimples&hl=pt&gl=br,100,55,92,pequeno/indie,16376,174.4,622.85,2024.28,386.17,3363.41,2085.32,média,25,3.88,68.0,20.0,"SerpAPI, Firecrawl"
Negócios · ERP para Pequenos Negócios,11,Mobile Inventory: Contagem,ro.bino.inventory,Bino Solutions,support@mobileinventory.net,https://www.mobileinventory.net,Negócios,4.6831684,2035,32,500.000+,500000,558836,1,0,BRL,0,1,"R$ 7,88 – R$ 2.199,99 por item",Classificação Livre,20 de out. de 2015,1782375681,Montsant - 7.5.p17,,"Contagem de estoque em equipe, leitura de códigos de barras e controle offline.",https://play.google.com/store/apps/details?id=ro.bino.inventory&hl=pt&gl=br,92,59,91,pequeno/indie,60837,1788.42,6387.21,20758.43,3960.07,34490.93,21384.38,média,25,4.64,92.0,0.0,"SerpAPI, Firecrawl"
Negócios · ERP para Pequenos Negócios,15,Controle de Estoque PDV,com.codefusion.controledeestoquepdv,Code Fusion Tech,codefusiontechsolutions@gmail.com,https://codefusion.digital/,Negócios,4.5882354,51,4,1.000+,1000,3990,1,0,BRL,0,1,"R$ 19,99 – R$ 29,99 por item",Classificação Livre,17 de jul. de 2025,1778686763,1.0.8,,"Gestão de estoque, vendas e PDV, gerencia, backup e visual e fácil de usar",https://play.google.com/store/apps/details?id=com.codefusion.controledeestoquepdv&hl=pt&gl=br,100,55,82,pequeno/indie,267,4.92,17.57,57.09,10.89,94.85,58.81,baixa,3,5.0,100.0,0.0,"SerpAPI, Firecrawl"
Negócios · ERP para Pequenos Negócios,24,"360 ERP Vendas, notas, boletos",br.com.x360smarttrade,Scaratti Soluções em TI,contato@360erp.com.br,https://360erp.com.br,Negócios,4.48,182,115,10.000+,10000,42376,1,0,BRL,0,0,,Classificação Livre,25 de fev. de 2020,1784032701,6.0.1,,"Pedidos, Boletos, Danfe, Catálogo, Estoque, Venda Externa, Offline.",https://play.google.com/store/apps/details?id=br.com.x360smarttrade&hl=pt&gl=br,100,50,73,pequeno/indie,3624,0.0,0.0,0.0,0.0,0.0,0.0,baixa,25,3.96,72.0,24.0,"SerpAPI, Firecrawl"
