categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Finanças,8,Investidor10 - Bolsa e Mercado,com.investidor10app,Investidor10,contato@investidor10.com.br,https://investidor10.com.br/,Finanças,4.8543124,43661,6004,500.000+,500000,792075,1,0,BRL,0,1,"R$ 19,90 – R$ 238,80 por item",Classificação Livre,22 de dez. de 2023,1781287567,1.1.27,,"Gestão de Investimentos, Agenda de Dividendos, Análise de Ações, FIIs e Stocks.",https://play.google.com/store/apps/details?id=com.investidor10app&hl=pt&gl=br,84,64,91,pequeno/indie,87812,10057.98,35921.35,116744.4,22271.24,193975.31,120264.69,alta,25,4.92,100.0,0.0,"SerpAPI, ScrapingBee"
Finanças,19,Kinvo: Acompanhe investimentos,com.everestti.kinvo,Kinvo Tecnologia da Informação,contato@kinvo.com.br,http://www.kinvo.com.br,Finanças,4.006837,22335,7565,1.000.000+,1000000,1093031,1,0,BRL,0,1,"R$ 14,99 – R$ 179,90 por item",Classificação Livre,22 de dez. de 2017,1782929738,3.65.0,,"Acompanhe, analise e otimize cada investimento da sua carteira com facilidade.",https://play.google.com/store/apps/details?id=com.everestti.kinvo&hl=pt&gl=br,84,49,79,pequeno/indie,111995,9663.85,34513.75,112169.69,21398.52,186374.25,115552.03,alta,25,1.8,12.0,76.0,"SerpAPI, ScrapingBee"
Finanças,25,CasaTrade: Investimento Fácil,com.casatrade,Digital Smart LLC: Trade & Invest,support@casatrade.com,https://casatrade.com,Finanças,4.415493,1533,388,500.000+,500000,924955,1,0,BRL,0,0,,Classificação Livre,4 de out. de 2024,1777878005,8.66.1,,Negociação para day trading. Sua corretora de bolsa de valores com conta demo.,https://play.google.com/store/apps/details?id=com.casatrade&hl=pt&gl=br,92,49,71,pequeno/indie,78307,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.12,52.0,48.0,"SerpAPI, ScrapingBee"
Finanças,22,Simulador de Investimentos,br.com.afadc.investmentssimulator,AFADC,augusto.carmo.1992@gmail.com,https://augustocarmo.github.io/investments_simulator/,Finanças,3.97,103,49,50.000+,50000,71155,1,0,BRL,1,0,,Classificação Livre,14 de dez. de 2019,1776819328,2.1.1,,"App que ajuda a simular, calcular os seus investimentos.",https://play.google.com/store/apps/details?id=br.com.afadc.investmentssimulator&hl=pt&gl=br,100,33,69,pequeno/indie,5231,5.9,21.06,68.43,10.11,113.71,54.58,média,25,3.6,56.0,20.0,"SerpAPI, ScrapingBee"
Finanças,16,XTrend Lite - Seu investimento,com.rynatsa.xtrendlite,Rynat Capital (Pty) Ltd,support@xtrendlite.com,https://www.xtrendlite.com,Finanças,4.365854,5762,20,1.000.000+,1000000,1220687,1,0,BRL,0,0,,Classificação Livre,10 de set. de 2024,1781175955,1.2.1,,"Dois modos de negociação, Índices Online, Negociação de Ações e muito mais.",https://play.google.com/store/apps/details?id=com.rynatsa.xtrendlite&hl=pt&gl=br,84,55,62,pequeno/indie,125778,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.92,72.0,28.0,"SerpAPI, ScrapingBee"
Finanças,9,Minhas Finanças: Controle e IA,cicero.minhasfinancas,Nimtech TI,suporte@minhasfinancas.app.br,https://minhasfinancas.app.br/,Finanças,4.8283534,119758,33474,1.000.000+,1000000,3377876,1,0,BRL,1,1,"R$ 1,99 – R$ 399,90 por item",Classificação Livre,19 de jan. de 2013,1782869007,7.1.4,,Tudo fica mais fácil quando você entende pra onde vai seu dinheiro!,https://play.google.com/store/apps/details?id=cicero.minhasfinancas&hl=pt&gl=br,39,65,62,crescendo,402568,72190.76,257824.15,837928.48,159850.97,1392250.4,863195.25,alta,25,4.2,80.0,16.0,"SerpAPI, ScrapingBee"
Finanças,7,Paraná Banco – Investimentos,br.paranabanco.app,Parana Banco S/A,investimentos@paranabanco.com.br,https://www.paranabancoinvestimentos.com.br/,Finanças,3.6,425,236,100.000+,100000,101336,1,0,BRL,0,0,,Classificação Livre,27 de jun. de 2017,1782328193,3.204.0,,Baixe o app e conte com uma curadoria em Renda Fixa e Fundos de Investimento.,https://play.google.com/store/apps/details?id=br.paranabanco.app&hl=pt&gl=br,100,41,53,pequeno/indie,9127,0.0,0.0,0.0,0.0,0.0,0.0,média,25,2.64,40.0,56.0,"SerpAPI, ScrapingBee"
Finanças,6,BTG Pactual Investimentos,com.btg.pactual.digital.mobile,Banco BTG Pactual S.A.,atendimentoinvestimentos@btgpactual.com,https://www.btgpactualdigital.com,Finanças,4.6199365,83039,21741,5.000.000+,5000000,9665735,1,0,BRL,0,0,,Classificação Livre,7 de jun. de 2016,1781824998,9.6.120,,Invista com o BTG Pactual Investimentos em renda fixa e variável,https://play.google.com/store/apps/details?id=com.btg.pactual.digital.mobile&hl=pt&gl=br,49,64,46,normal,1210199,0.0,0.0,0.0,0.0,0.0,0.0,média,25,3.08,48.0,48.0,"SerpAPI, ScrapingBee"
Finanças,17,Exnova - Investimentos,com.exnova,Digital Smart LLC: Trade & Invest,support@exnova.com,https://exnova.com,Finanças,4.444586,21446,5656,5.000.000+,5000000,7893829,1,0,BRL,0,0,,Classificação Livre,24 de mai. de 2022,1777878162,8.66.1,,"Exnova: plataforma on-line Invista em: Ações, ETFs, Moedas",https://play.google.com/store/apps/details?id=com.exnova&hl=pt&gl=br,49,53,43,normal,741805,0.0,0.0,0.0,0.0,0.0,0.0,média,25,4.36,84.0,16.0,"SerpAPI, ScrapingBee"
Finanças,10,Safra: investimentos e conta,br.livetouch.safra.net,Banco Safra SA.,contatos@safra.com.br,http://www.safranet.com.br,Finanças,4.075416,10374,5499,1.000.000+,1000000,3873848,1,0,BRL,0,0,,Classificação Livre,25 de mai. de 2015,1779375981,5.21.4,,"Conta completa com investimentos, cartões e benefícios exclusivos em um só app.",https://play.google.com/store/apps/details?id=br.livetouch.safra.net&hl=pt&gl=br,69,44,38,normal,352060,0.0,0.0,0.0,0.0,0.0,0.0,média,25,2.44,32.0,60.0,"SerpAPI, ScrapingBee"
