categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Produtividade,2,Super Planner: Rotina TDAH IA,super.planner.todolist.task.reminder,Polestar App Cloner Dev.,polestar.applab@gmail.com,https://thepixieai.com/,Produtividade,4.842324,5445,305,100.000+,100000,305733,1,0,BRL,1,1,"R$ 5,49 – R$ 169,99 por item",Classificação Livre,13 de jan. de 2025,1782576802,1.5.30.0628,,"Gerencie planos, acompanhe seu humor e transforme metas em ação.",https://play.google.com/store/apps/details?id=super.planner.todolist.task.reminder&hl=pt&gl=br,100,74,97,pequeno/indie,32226,2105.3,7518.94,24436.55,4661.74,40602.26,25173.4,alta,25,4.2,76.0,12.0,"SerpAPI, ScrapingBee"
Produtividade,1,"Lista de tarefas, Lembretes",com.to_do_list_studio.uptodo,Productivity Apps Studio,taskup-support@todo-list-studio.com,https://www.todo-list-studio.com/taskup,Produtividade,4.8,1858,85,100.000+,100000,120287,1,0,BRL,1,1,"R$ 19,99 – R$ 119,99 por item",Classificação Livre,27 de jul. de 2024,1783023056,1.13.3,,"Organizador de rotina & Lista de tarefas,Lembretes & Planejamento semanal,Agenda",https://play.google.com/store/apps/details?id=com.to_do_list_studio.uptodo&hl=pt&gl=br,100,72,97,pequeno/indie,12035,630.01,2250.03,7312.61,1395.02,12150.18,7533.11,média,25,4.6,96.0,4.0,"SerpAPI, ScrapingBee"
Produtividade,4,Weeklo: Planejador Semanal,app.weeklo.weeklyplanner.schedule,Unique Pixel Studio,support@weeklo.app,https://weeklo.app/,Produtividade,4.909091,432,12,10.000+,10000,33081,1,0,BRL,0,1,"R$ 7,99 – R$ 299,99 por item",Classificação Livre,19 de dez. de 2025,1783119683,2.0.2,,"Planejador semanal simples para sua agenda semanal, tarefas e compromissos.",https://play.google.com/store/apps/details?id=app.weeklo.weeklyplanner.schedule&hl=pt&gl=br,100,58,93,pequeno/indie,2554,188.33,672.62,2186.02,417.03,3632.16,2251.94,baixa,13,4.85,92.3,0.0,"SerpAPI, ScrapingBee"
Produtividade,3,Notas do calendário,com.asyncbyte.calendar.notes,AsyncByte Software,AsyncByte@gmail.com,http://www.asyncbyte-software.com/,Produtividade,4.53,2755,134,1.000.000+,1000000,1118142,1,0,BRL,1,0,,Classificação Livre,6 de jan. de 2017,1779948839,1.0.34,,Aplicação de anotações de calendário simples e fácil de usar.,https://play.google.com/store/apps/details?id=com.asyncbyte.calendar.notes&hl=pt&gl=br,100,52,92,pequeno/indie,105142,120.6,430.71,1399.8,206.74,2325.82,1116.39,média,25,4.6,84.0,0.0,"SerpAPI, ScrapingBee"
Produtividade,15,Hizo: Hábitos e Tarefas,dev.voksu.hizo,Hizo,support@hizo.me,https://hizo.me,Produtividade,4.71,7348,165,1.000.000+,1000000,1175884,1,0,BRL,0,1,"R$ 21,99 – R$ 194,99 por item",Classificação Livre,27 de jun. de 2023,1776360260,1.22.10,,Crie hábitos facilmente e acompanhe-os em uma interface intuitiva.,https://play.google.com/store/apps/details?id=dev.voksu.hizo&hl=pt&gl=br,84,56,89,pequeno/indie,110855,7997.75,28563.39,92831.02,17709.3,154242.32,95630.24,alta,25,4.56,92.0,8.0,"SerpAPI, ScrapingBee"
Produtividade,12,Journal it! Produtividade,org.de_studio.diary,Doit Apps,hai@doit.me,https://home.journalit.app/,Produtividade,4.42,10659,231,1.000.000+,1000000,1136292,1,0,BRL,0,1,"R$ 3,19 – R$ 619,99 por item",Classificação Livre,21 de mai. de 2017,1782875263,10.5.30,,"Organizador de vida & produtividade: diário, agenda, notas & bullet journal.",https://play.google.com/store/apps/details?id=org.de_studio.diary&hl=pt&gl=br,84,57,89,pequeno/indie,116658,26589.73,94963.32,308630.79,58877.26,512801.93,317937.2,alta,25,4.64,92.0,4.0,"SerpAPI, ScrapingBee"
Produtividade,10,"24me: Agenda, Tarefas",me.twentyfour.www,24me,info@twentyfour.me,http://www.twentyfour.me,Produtividade,4.47,7145,158,500.000+,500000,635698,1,0,BRL,0,1,"R$ 33,50 – R$ 364,99 por item",Classificação Livre,10 de dez. de 2014,1781303907,Varies with device,,"Assistente pessoal inteligente - Sua Agenda, Tarefas e Anotações em um só app",https://play.google.com/store/apps/details?id=me.twentyfour.www&hl=pt&gl=br,84,55,88,pequeno/indie,63340,9231.71,32970.38,107153.74,20441.64,178040.06,110384.84,alta,25,4.16,76.0,16.0,"SerpAPI, ScrapingBee"
Produtividade,22,Recordo: TDAH Agenda & Rotina,app.recordo.adhd,Recordo Apps,contact@recordo.app,https://recordo.app,Produtividade,4.6363635,224,1,10.000+,10000,17774,1,0,BRL,0,1,"R$ 38,99 – R$ 314,99 por item",Classificação Livre,16 de dez. de 2025,1783099267,2.17.0,,"IA organizador: lembretes, journal, tarefas, checklist, caderno e cronograma",https://play.google.com/store/apps/details?id=app.recordo.adhd&hl=pt&gl=br,100,57,83,pequeno/indie,1319,111.83,399.4,1298.06,247.63,2156.78,1337.21,baixa,1,5.0,100.0,0.0,"SerpAPI, ScrapingBee"
Produtividade,5,Calendário Semanal - Tarefas,net.brilliantseasons.weeklycalendar_notes,BrilliantSeasons,weekly-calendar-info@brilliantseasons.net,,Produtividade,4.5833335,98,9,10.000+,10000,10735,1,0,BRL,0,1,"R$ 19,90 por item",Classificação Livre,28 de ago. de 2023,1777363373,1.30,,"Planejador de tarefas, organizador de notas, gerenciador de tarefas",https://play.google.com/store/apps/details?id=net.brilliantseasons.weeklycalendar_notes&hl=pt&gl=br,100,44,80,pequeno/indie,771,10.21,36.45,118.46,22.6,196.82,122.03,média,9,4.44,88.9,11.1,"SerpAPI, ScrapingBee"
Produtividade,17,Calendário & Agenda : Calamo,com.calamo.calamo,Calamo Media,calamo.media@gmail.com,https://calamo-team.blogspot.com,Produtividade,4.1666665,16,8,5.000+,5000,5941,1,0,BRL,0,1,"R$ 8,90 – R$ 9,90 por item",Classificação Livre,5 de jan. de 2026,1778129811,1.0.27,,Sem anúncios nem assinaturas. Seu planner de calendário inteligente.,https://play.google.com/store/apps/details?id=com.calamo.calamo&hl=pt&gl=br,100,55,74,pequeno/indie,372,2.33,8.32,27.04,5.16,44.93,27.86,baixa,8,3.88,75.0,12.5,"SerpAPI, ScrapingBee"
Produtividade,23,"HibiDo: Todo, Calendar & Notes",com.eightythreetech.note2do,Sixbytes PLT,help@sixbytes.io,https://sixbytes.io,Produtividade,3.9411764,491,10,10.000+,10000,45448,1,0,BRL,0,1,"R$ 10,99 – R$ 54,99 por item",Classificação Livre,24 de mar. de 2020,1782889397,1.11.43,,"HibiDo - aplicativo fácil e simples de lista de tarefas, tarefas, calendário, lembretes e anotações",https://play.google.com/store/apps/details?id=com.eightythreetech.note2do&hl=pt&gl=br,100,42,71,pequeno/indie,3903,94.2,336.43,1093.4,208.59,1816.73,1126.37,média,10,3.4,60.0,30.0,"SerpAPI, ScrapingBee"
Produtividade,16,DailyNote - Notas e Planejador,com.robertostabbin.note,Roberto Stabbin,stabbinroberto@gmail.com,https://myappanalytics-a8e36.web.app/app-ads.txt,Produtividade,,,,10.000+,10000,19478,1,0,BRL,1,1,"R$ 4,99 – R$ 44,99 por item",Classificação 14 anos,12 de mai. de 2026,,Varies with device,,"Notas simples, bloco de notas para tarefas, planejadores e diário com cores.",https://play.google.com/store/apps/details?id=com.robertostabbin.note&hl=pt&gl=br,100,0,51,pequeno/indie,1322,16.71,59.68,193.96,37.0,322.27,199.8,baixa,0,0.0,0.0,0.0,"SerpAPI, ScrapingBee"
