categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Produtividade,6,"Lista de tarefas, Lembretes",com.to_do_list_studio.uptodo,Productivity Apps Studio,taskup-support@todo-list-studio.com,https://www.todo-list-studio.com/taskup,Produtividade,4.8,1856,85,100.000+,100000,120287,1,0,BRL,1,1,"R$ 19,99 – R$ 119,99 por item",Classificação Livre,27 de jul. de 2024,1783023056,1.13.3,,"Organizador de rotina & Lista de tarefas,Lembretes & Planejamento semanal,Agenda",https://play.google.com/store/apps/details?id=com.to_do_list_studio.uptodo&hl=pt&gl=br,100,72,97,pequeno/indie,12035,630.01,2250.03,7312.61,1395.02,12150.18,7533.11,média,25,4.6,96.0,4.0,"SerpAPI, ScrapingBee"
Produtividade,3,Super Planner: Rotina TDAH IA,super.planner.todolist.task.reminder,Polestar App Cloner Dev.,polestar.applab@gmail.com,https://thepixieai.com/,Produtividade,4.842324,5445,305,100.000+,100000,305733,1,0,BRL,1,1,"R$ 5,49 – R$ 169,99 por item",Classificação Livre,13 de jan. de 2025,1782576802,1.5.30.0628,,"Gerencie planos, acompanhe seu humor e transforme metas em ação.",https://play.google.com/store/apps/details?id=super.planner.todolist.task.reminder&hl=pt&gl=br,100,74,97,pequeno/indie,32226,2105.3,7518.94,24436.55,4661.74,40602.26,25173.4,alta,25,4.2,76.0,12.0,"SerpAPI, ScrapingBee"
Comunicação,5,JusTalk Family Messenger,com.justalk.family.android,JusTalk,support@justalk.com,,Comunicação,4.84,1639,28,100.000+,100000,171466,1,0,BRL,0,1,"R$ 109,99 – R$ 679,99 por item",Classificação Livre,5 de jul. de 2024,1783091607,1.14.1,,"Compartilhe locais, chamadas, vídeos e álbuns de família com seus entes queridos",https://play.google.com/store/apps/details?id=com.justalk.family.android&hl=pt&gl=br,100,72,97,pequeno/indie,14587,1597.22,5704.35,18539.14,3536.7,30803.49,19098.16,média,25,4.36,84.0,12.0,"SerpAPI, ScrapingBee"
Quadrinhos,7,Leitor de Quadrinhos CBR CBZ,com.madmustachecompany.comic.book.manga.reader,Mad Mustache Company,madmustachecompany@gmail.com,,Quadrinhos,4.6,542,37,100.000+,100000,142820,1,0,BRL,0,1,"R$ 9,99 – R$ 384,99 por item",Classificação Livre,30 de jun. de 2024,1782709932,1.33.0,,"O aplicativo para leitura de quadrinhos: abra arquivos ZIP, RAR, CBZ, CBR e PDF",https://play.google.com/store/apps/details?id=com.madmustachecompany.comic.book.manga.reader&hl=pt&gl=br,100,70,96,pequeno/indie,14430,1206.97,4310.59,14009.42,2672.57,23277.18,14431.85,média,25,3.72,64.0,28.0,"SerpAPI, ScrapingBee"
Jogos de Ação,2,Ricochet Squad: Hero Shooter,nice.ricochet,NICE PLANS STUDIO LTD,support@niceplans.studio,https://niceplans.studio,Ação,4.511013,16892,700,500.000+,500000,748720,1,0,BRL,0,1,"R$ 15,99 – R$ 499,99 por item",Classificação 10 anos,25 de jul. de 2025,1782234031,2.0.7,,Ricochet Squad - Jogo de tiro PvP 3v3 com heróis e mapas destruíveis,https://play.google.com/store/apps/details?id=nice.ricochet&hl=pt&gl=br,84,82,95,pequeno/indie,70349,12298.1,43921.79,142745.82,27231.51,237177.68,147050.16,alta,25,4.16,76.0,20.0,"SerpAPI, ScrapingBee"
Beleza,11,Skincare Coreano: Rotina,korean.skin.care.face.routine,Rstream Labs,contact.rstreamlabs@gmail.com,https://www.ria.rocks,Beleza,4.59,8208,55,100.000+,100000,215968,1,0,BRL,0,1,"R$ 2,69 – R$ 169,99 por item",Classificação 12 anos,8 de nov. de 2024,1778501194,3.0.592,,Rotinas faciais personalizadas e guia completo de beleza coreana K-beauty,https://play.google.com/store/apps/details?id=korean.skin.care.face.routine&hl=pt&gl=br,100,64,95,pequeno/indie,18611,618.67,2209.54,7181.01,1369.92,11931.52,7397.54,alta,25,4.68,88.0,4.0,"SerpAPI, ScrapingBee"
Jogos de Estratégia,1,Clovis - Jogo de Estratégia,com.aerilys.clovis,Studio Zero Games,support@astonishing-sports.app,https://clovis-game.com/,Simulador,4.6039605,5280,254,100.000+,100000,177787,1,0,BRL,0,1,"R$ 4,49 – R$ 61,99 por item",Classificação 10 anos,15 de set. de 2024,1782492021,2.4.5,,Conquiste o amor e as terras neste jogo de simulação medieval e RPG,https://play.google.com/store/apps/details?id=com.aerilys.clovis&hl=pt&gl=br,100,62,94,pequeno/indie,15459,348.2,1243.56,4041.56,771.0,6715.2,4163.43,alta,25,4.44,76.0,4.0,"SerpAPI, ScrapingBee"
Saúde e Fitness,3,Tecnofit para Personal Trainer,br.com.tecnofit.AppPersonal,Tecnofit Tecnologia e Sistemas,contato@tecnofit.com.br,http://www.tecnofit.com.br,Saúde e fitness,4.6355247,8738,936,100.000+,100000,358725,1,0,BRL,0,1,"R$ 0,99 – R$ 299,99 por item",Classificação Livre,27 de mar. de 2019,1780080505,9.5.31,,App GRATUITO para gestão de treinos para Personal Trainer e Consultorias Online.,https://play.google.com/store/apps/details?id=br.com.tecnofit.AppPersonal&hl=pt&gl=br,100,60,94,pequeno/indie,31783,2762.27,9865.26,32062.1,6116.46,53272.41,33028.9,alta,25,2.64,32.0,52.0,"SerpAPI, ScrapingBee"
Entretenimento,9,IndicaAi: Filmes e Séries,com.indicaaibrasil,IndicaAi,indicaai.suporte@protonmail.com,http://meu-app.click/,Entretenimento,4.847931,17938,7507,100.000+,100000,387384,1,0,BRL,1,0,,Classificação Livre,13 de set. de 2025,1782067493,2.1.4,,Guia estilo Megaflix e Cine Vision. Ache lançamentos e onde assistir legalmente.,https://play.google.com/store/apps/details?id=com.indicaaibrasil&hl=pt&gl=br,100,63,94,pequeno/indie,41358,27.46,98.09,318.78,47.08,529.66,254.24,alta,25,4.88,96.0,0.0,"SerpAPI, ScrapingBee"
Negócios,2,Nex: PDV e gestão de vendas,br.com.nextar.nexapp,NEXTAR,suporte@nextar.com.br,https://www.programanex.com.br/,Negócios,4.678082,3899,706,100.000+,100000,408620,1,0,BRL,0,1,"R$ 19,90 – R$ 1.190,00 por item",Classificação Livre,2 de mar. de 2022,1781876654,2.4.40093-prod,,"Controle o estoque, venda pelo PDV móvel, crie um catálogo online e muito mais!",https://play.google.com/store/apps/details?id=br.com.nextar.nexapp&hl=pt&gl=br,100,61,94,pequeno/indie,43750,248.67,888.1,2886.33,550.62,4795.75,2973.36,média,25,3.84,72.0,24.0,"SerpAPI, ScrapingBee"
