categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Produtividade,18,"Lista de tarefas, Lembretes",com.to_do_list_studio.uptodo,Productivity Apps Studio,taskup-support@todo-list-studio.com,https://www.todo-list-studio.com/taskup,Produtividade,4.8,1858,85,100.000+,100000,120287,1,0,BRL,1,1,"R$ 19,99 – R$ 119,99 por item",Classificação Livre,27 de jul. de 2024,1783023056,1.13.3,,"Organizador de rotina & Lista de tarefas,Lembretes & Planejamento semanal,Agenda",https://play.google.com/store/apps/details?id=com.to_do_list_studio.uptodo&hl=pt&gl=br,100,72,97,pequeno/indie,12035,630.01,2250.03,7312.61,1395.02,12150.18,7533.11,média,25,4.6,96.0,4.0,"SerpAPI, ScrapingBee"
Produtividade,14,Calendar - Easy Planner,com.agenda.events.planner.calendar,Glad Appvestor,support@callmaster.dev,https://www.callmaster.dev,Produtividade,4.730769,4042,86,1.000.000+,1000000,1076160,1,0,BRL,1,1,"R$ 18,99 – R$ 224,99 por item",Classificação Livre,29 de nov. de 2024,1777381646,3.3,,"Aplicativo de calendário simples para planejar, agendar e lembrar.",https://play.google.com/store/apps/details?id=com.agenda.events.planner.calendar&hl=pt&gl=br,92,68,94,pequeno/indie,100998,8298.63,29637.98,96323.43,18375.55,160045.09,99227.96,média,25,4.72,92.0,4.0,"SerpAPI, ScrapingBee"
Produtividade,11,Notas do calendário,com.asyncbyte.calendar.notes,AsyncByte Software,AsyncByte@gmail.com,http://www.asyncbyte-software.com/,Produtividade,4.53,2755,134,1.000.000+,1000000,1118142,1,0,BRL,1,0,,Classificação Livre,6 de jan. de 2017,1779948839,1.0.34,,Aplicação de anotações de calendário simples e fácil de usar.,https://play.google.com/store/apps/details?id=com.asyncbyte.calendar.notes&hl=pt&gl=br,100,52,92,pequeno/indie,105142,120.6,430.71,1399.8,206.74,2325.82,1116.39,média,25,4.6,84.0,0.0,"SerpAPI, ScrapingBee"
Produtividade,5,Calendário – Agenda Planner,calendar.agenda.planner.pro,Glad Appvestor,support@callmaster.dev,https://www.callmaster.dev,Produtividade,4.84,3243,367,1.000.000+,1000000,1352517,1,0,BRL,1,1,"R$ 19,99 por item",Classificação Livre,27 de ago. de 2025,1777476243,2.6,,"Agenda e calendário com notas, checklist e planner diário",https://play.google.com/store/apps/details?id=calendar.agenda.planner.pro&hl=pt&gl=br,92,56,91,pequeno/indie,128411,1840.92,6574.7,21367.77,4076.31,35503.37,22012.09,média,25,4.92,100.0,0.0,"SerpAPI, ScrapingBee"
Produtividade,25,Check Calendar - Hábitos,com.checkcalendarapp,Naoki Otsu,info@checkcalendar.app,https://checkcalendar.app/top,Produtividade,4.544944,11549,281,500.000+,500000,649030,1,0,BRL,1,1,"R$ 24,99 – R$ 29,99 por item",Classificação Livre,30 de abr. de 2021,1782712268,14.39.0,,"Rastreador de hábitos para marcar no calendário. Abas, gráficos e mais",https://play.google.com/store/apps/details?id=com.checkcalendarapp&hl=pt&gl=br,84,57,89,pequeno/indie,71212,1513.69,5406.05,17569.66,3351.75,29192.67,18099.46,alta,25,3.4,60.0,40.0,"SerpAPI, ScrapingBee"
Produtividade,24,"24me: Agenda, Tarefas",me.twentyfour.www,24me,info@twentyfour.me,http://www.twentyfour.me,Produtividade,4.47,7145,158,500.000+,500000,635698,1,0,BRL,0,1,"R$ 33,50 – R$ 364,99 por item",Classificação Livre,10 de dez. de 2014,1781303907,Varies with device,,"Assistente pessoal inteligente - Sua Agenda, Tarefas e Anotações em um só app",https://play.google.com/store/apps/details?id=me.twentyfour.www&hl=pt&gl=br,84,55,88,pequeno/indie,63340,9231.71,32970.38,107153.74,20441.64,178040.06,110384.84,alta,25,4.16,76.0,16.0,"SerpAPI, ScrapingBee"
Produtividade,10,Tarefas Agenda de anotações,com.calendar.cute,Starnest JSC,ngocttbstarnest@gmail.com,https://starnestsolution.com/calendar,Produtividade,4.7313085,60420,531,1.000.000+,1000000,4261754,1,0,BRL,1,1,"R$ 2,99 – R$ 129,99 por item",Classificação Livre,8 de abr. de 2022,1779252636,363,,"organizador de tarefas , notas, schedule planner semanal, wunderlist, Calendário",https://play.google.com/store/apps/details?id=com.calendar.cute&hl=pt&gl=br,79,62,71,pequeno/indie,427988,21307.17,76097.04,247315.37,47180.16,410923.99,254772.88,alta,25,3.96,76.0,24.0,"SerpAPI, ScrapingBee"
Produtividade,9,Planner Semanal - Diário,com.weeklyplannerapp.weekplan,Digital Legal Tech S.R.L.,appweeklyplanner@gmail.com,http://weekplan.pro,Produtividade,4.7453704,45251,948,5.000.000+,5000000,6615595,1,0,BRL,0,1,"R$ 6,99 – R$ 61,99 por item",Classificação Livre,19 de jan. de 2018,1781131509,8.7,,"Organizador, Agenda & Lista de tarefas, Bloco de Notas",https://play.google.com/store/apps/details?id=com.weeklyplannerapp.weekplan&hl=pt&gl=br,59,63,66,normal,813926,20534.91,73338.96,238351.63,45470.16,396030.39,245538.84,alta,25,4.6,88.0,8.0,"SerpAPI, ScrapingBee"
Produtividade,22,Meu Agenda Diário: tarefas,com.time_management_studio.my_daily_planner,GeniusTools Labs,support.mydailyplanner@geniustoolslabs.com,https://geniustoolslabs.com/mydailyplanner,Produtividade,4.8649426,52272,850,1.000.000+,1000000,3309064,1,0,BRL,1,1,"R$ 3,89 – R$ 549,99 por item",Classificação Livre,22 de dez. de 2019,1737372431,3.1.1,,"Organizador, Notificações, Lista de tarefas, Calendário",https://play.google.com/store/apps/details?id=com.time_management_studio.my_daily_planner&hl=pt&gl=br,69,34,61,normal,328314,43780.63,156359.39,508168.03,96942.82,844340.73,523491.25,alta,25,4.84,96.0,4.0,"SerpAPI, ScrapingBee"
Produtividade,20,Calendário Simples: agenda,com.komorebi.SimpleCalendar,Komorebi Inc.,support@komorebi-studio.com,https://komorebi-studio.com/,Produtividade,4.92233,89595,341,5.000.000+,5000000,5652540,1,0,BRL,1,1,"R$ 16,99 – R$ 109,99 por item",Classificação Livre,21 de jul. de 2020,1759725754,6.3.3,,Organizador de tarefas grátis. Planejamento semanal e diário. Notas e lembretes,https://play.google.com/store/apps/details?id=com.komorebi.SimpleCalendar&hl=pt&gl=br,49,42,58,normal,575285,17920.01,64000.03,208000.11,39680.02,345600.19,214272.12,alta,25,4.68,92.0,8.0,"SerpAPI, ScrapingBee"
