categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Finanças,24,Ágora Investimentos,br.com.valemobi.agora,Ágora Investimentos,as_atendimento_receptivo@agorainvestimentos.com.br,http://www.agorainvestimentos.com.br,Finanças,4.7668424,49745,4840,500.000+,500000,944398,1,0,BRL,1,0,,Classificação Livre,28 de fev. de 2019,1782511423,1.302,,Baixe o app Ágora e conheça o jeito mais fácil e prático de investir!,https://play.google.com/store/apps/details?id=br.com.valemobi.agora&hl=pt&gl=br,84,65,91,pequeno/indie,105651,146.69,523.91,1702.69,251.47,2829.09,1357.96,alta,150,3.89,70.0,23.3,"SerpAPI, Brave Search, ScrapingBee, DevSite:ScrapingAnt"
Finanças,5,Investidor10 - Bolsa e Mercado,com.investidor10app,Investidor10,contato@investidor10.com.br,https://investidor10.com.br/,Finanças,4.8543124,43661,6004,500.000+,500000,792075,1,0,BRL,0,1,"R$ 19,90 – R$ 238,80 por item",Classificação Livre,22 de dez. de 2023,1781287567,1.1.27,,"Gestão de Investimentos, Agenda de Dividendos, Análise de Ações, FIIs e Stocks.",https://play.google.com/store/apps/details?id=com.investidor10app&hl=pt&gl=br,84,64,91,pequeno/indie,87812,10057.98,35921.35,116744.4,22271.24,193975.31,120264.69,alta,150,4.52,87.3,8.7,"SerpAPI, Brave Search, ScrapingBee, DevSite:ScrapingAnt"
Finanças,14,Kinvo: Acompanhe investimentos,com.everestti.kinvo,Kinvo Tecnologia da Informação,contato@kinvo.com.br,http://www.kinvo.com.br,Finanças,4.006837,22335,7565,1.000.000+,1000000,1093031,1,0,BRL,0,1,"R$ 14,99 – R$ 179,90 por item",Classificação Livre,22 de dez. de 2017,1782929738,3.65.0,,"Acompanhe, analise e otimize cada investimento da sua carteira com facilidade.",https://play.google.com/store/apps/details?id=com.everestti.kinvo&hl=pt&gl=br,84,49,79,pequeno/indie,111995,9663.85,34513.75,112169.69,21398.52,186374.25,115552.03,alta,150,2.93,42.7,51.3,"SerpAPI, Brave Search, ScrapingBee, DevSite:ScrapingAnt"
Finanças,22,HUB3 - Gestão de Investimentos,com.nelogica.invest.android.prod,"B3 S.A. - Brasil, Bolsa, Balcão",suporte@nelogica.com.br,http://www.nelogica.com.br,Finanças,4.647059,12713,1843,500.000+,500000,640030,1,0,BRL,0,0,,Classificação Livre,26 de mai. de 2023,1782765580,2.1.9,,Monitore sua carteira de investimentos na HUB3 e faça simulações com daytrade!,https://play.google.com/store/apps/details?id=com.nelogica.invest.android.prod&hl=pt&gl=br,84,64,73,pequeno/indie,70174,0.0,0.0,0.0,0.0,0.0,0.0,média,150,3.63,61.3,28.0,"SerpAPI, Brave Search, ScrapingBee, DevSite:ScrapingAnt"
Finanças,20,Simulador de Investimentos,br.com.afadc.investmentssimulator,AFADC,augusto.carmo.1992@gmail.com,https://augustocarmo.github.io/investments_simulator/,Finanças,3.97,103,49,50.000+,50000,71155,1,0,BRL,1,0,,Classificação Livre,14 de dez. de 2019,1776819328,2.1.1,,"App que ajuda a simular, calcular os seus investimentos.",https://play.google.com/store/apps/details?id=br.com.afadc.investmentssimulator&hl=pt&gl=br,100,33,69,pequeno/indie,5231,5.9,21.06,68.43,10.11,113.71,54.58,média,49,3.94,69.4,14.3,"SerpAPI, Brave Search, ScrapingBee, DevSite:ScrapingAnt"
Finanças,15,XTrend Lite - Seu investimento,com.rynatsa.xtrendlite,Rynat Capital (Pty) Ltd,support@xtrendlite.com,https://www.xtrendlite.com,Finanças,4.365854,5762,20,1.000.000+,1000000,1220687,1,0,BRL,0,0,,Classificação Livre,10 de set. de 2024,1781175955,1.2.1,,"Dois modos de negociação, Índices Online, Negociação de Ações e muito mais.",https://play.google.com/store/apps/details?id=com.rynatsa.xtrendlite&hl=pt&gl=br,84,55,62,pequeno/indie,125778,0.0,0.0,0.0,0.0,0.0,0.0,média,76,4.04,75.0,22.4,"SerpAPI, Brave Search, ScrapingBee, DevSite:ScrapingAnt"
Finanças,12,Minhas Finanças: Controle e IA,cicero.minhasfinancas,Nimtech TI,suporte@minhasfinancas.app.br,https://minhasfinancas.app.br/,Finanças,4.8283534,119759,33474,1.000.000+,1000000,3377876,1,0,BRL,1,1,"R$ 1,99 – R$ 399,90 por item",Classificação Livre,19 de jan. de 2013,1782869007,7.1.4,,Tudo fica mais fácil quando você entende pra onde vai seu dinheiro!,https://play.google.com/store/apps/details?id=cicero.minhasfinancas&hl=pt&gl=br,39,65,62,crescendo,402568,72190.76,257824.15,837928.48,159850.97,1392250.4,863195.25,alta,150,4.23,76.7,15.3,"SerpAPI, Brave Search, ScrapingBee, DevSite:ScrapingAnt"
Finanças,8,Paraná Banco – Investimentos,br.paranabanco.app,Parana Banco S/A,investimentos@paranabanco.com.br,https://www.paranabancoinvestimentos.com.br/,Finanças,3.6,425,236,100.000+,100000,101336,1,0,BRL,0,0,,Classificação Livre,27 de jun. de 2017,1782328193,3.204.0,,Baixe o app e conte com uma curadoria em Renda Fixa e Fundos de Investimento.,https://play.google.com/store/apps/details?id=br.paranabanco.app&hl=pt&gl=br,100,41,53,pequeno/indie,9127,0.0,0.0,0.0,0.0,0.0,0.0,média,150,3.01,49.3,47.3,"SerpAPI, Brave Search, ScrapingBee, DevSite:ScrapingAnt"
Finanças,6,BTG Pactual Investimentos,com.btg.pactual.digital.mobile,Banco BTG Pactual S.A.,atendimentoinvestimentos@btgpactual.com,https://www.btgpactualdigital.com,Finanças,4.6199365,83039,21741,5.000.000+,5000000,9665735,1,0,BRL,0,0,,Classificação Livre,7 de jun. de 2016,1781824998,9.6.120,,Invista com o BTG Pactual Investimentos em renda fixa e variável,https://play.google.com/store/apps/details?id=com.btg.pactual.digital.mobile&hl=pt&gl=br,49,64,46,normal,1210199,0.0,0.0,0.0,0.0,0.0,0.0,média,150,3.03,48.0,46.0,"SerpAPI, Brave Search, ScrapingBee, DevSite:Scrape.do"
Finanças,19,Exnova - Investimentos,com.exnova,Digital Smart LLC: Trade & Invest,support@exnova.com,https://exnova.com,Finanças,4.444586,21446,5656,5.000.000+,5000000,7893829,1,0,BRL,0,0,,Classificação Livre,24 de mai. de 2022,1777878162,8.66.1,,"Exnova: plataforma on-line Invista em: Ações, ETFs, Moedas",https://play.google.com/store/apps/details?id=com.exnova&hl=pt&gl=br,49,53,43,normal,741805,0.0,0.0,0.0,0.0,0.0,0.0,média,150,4.23,80.7,18.0,"SerpAPI, Brave Search, ScrapingBee, DevSite:ScrapingAnt"
