categoria,rank,title,app_id,developer,developer_email,developer_website,genre,score,ratings,reviews,installs,min_installs,real_installs,free,price,currency,contains_ads,offers_iap,iap_price,content_rating,released,updated,version,android_version,summary,url,indie_score,growth_score,opportunity_score,perfil_detectado,estimated_mau,revenue_monthly_usd_low,revenue_monthly_usd_base,revenue_monthly_usd_high,profit_monthly_usd_base,revenue_monthly_brl_base,profit_monthly_brl_base,financial_confidence,review_count_collected,review_score_avg_recent,review_positive_pct,review_negative_pct,external_sources_used
Personalização,21,Ícone 3D Rolante Live Launcher,com.rollingicon.live.wallpaper.rollingapp,Radhe Radhe App,radheradhe062000@gmail.com,https://3drollingiconlivelauncher.blogspot.com,Personalização,4.7380953,6880,15,500.000+,500000,928091,1,0,BRL,1,0,,Classificação Livre,12 de abr. de 2026,1782216935,2.4,,Deixe sua tela divertida com ícones 3D rolantes e temas de launcher animados.,https://play.google.com/store/apps/details?id=com.rollingicon.live.wallpaper.rollingapp&hl=pt&gl=br,94,62,93,pequeno/indie,103734,68.88,246.02,799.56,118.09,1328.49,637.68,alta,25,4.48,92.0,8.0,"SerpAPI, ScrapingBee"
Personalização,14,ChromaFusion Launcher - Themes,com.lwsipl.chromafusion.launcher,lwsoftipl Apps,lwsoftipl@gmail.com,https://lwapps.com/,Personalização,4.7156863,2767,82,100.000+,100000,104801,1,0,BRL,1,0,,Classificação Livre,14 de ago. de 2025,1772687460,3.0,,"Personalize seu Android com temas, widgets e pacotes de ícones elegantes!",https://play.google.com/store/apps/details?id=com.lwsipl.chromafusion.launcher&hl=pt&gl=br,100,51,91,pequeno/indie,8669,5.23,18.69,60.75,8.97,100.93,48.45,média,25,4.52,92.0,4.0,"SerpAPI, ScrapingBee"
Personalização,20,Orbit Launcher: Tema Sci-Fi,appmania.launcher.orbitui,App Mania Software Development,appmania14@gmail.com,https://theappmania.com/,Personalização,4.6,1893,51,50.000+,50000,63613,1,0,BRL,1,1,"R$ 4,90 – R$ 19,99 por item",Classificação Livre,3 de mai. de 2024,,Varies with device,,Transforme seu celular com um visual futurista e interface de cinema.,https://play.google.com/store/apps/details?id=appmania.launcher.orbitui&hl=pt&gl=br,100,29,86,pequeno/indie,5110,19.85,70.9,230.42,43.96,382.85,237.37,média,25,4.28,80.0,16.0,"SerpAPI, ScrapingBee"
Personalização,16,ModArt Launcher -Theme 18 in 1,com.lw.modartlauncher,Launchers World,tianaent@gmail.com,http://tianaenterprises.in,Personalização,4.475,4751,34,100.000+,100000,155718,1,0,BRL,1,0,,Classificação Livre,11 de out. de 2023,1754999131,7.0,,Liberte sua criatividade com ModArt Launcher.,https://play.google.com/store/apps/details?id=com.lw.modartlauncher&hl=pt&gl=br,100,28,86,pequeno/indie,11978,5.21,18.59,60.43,8.93,100.41,48.2,média,25,4.44,92.0,8.0,"SerpAPI, ScrapingBee"
Personalização,8,3D Icon Launcher Theme,com.launcher.smart.threed.icon.theme,CMM Launcher INC,cmmlalauncherapp@gmail.com,,Personalização,4.56,3589,78,100.000+,100000,367650,1,0,BRL,1,0,,Classificação 12 anos,3 de jul. de 2018,,Varies with device,,Tema do lançador com ícones e papéis de parede HD de ícones 3D,https://play.google.com/store/apps/details?id=com.launcher.smart.threed.icon.theme&hl=pt&gl=br,100,24,85,pequeno/indie,32617,14.18,50.63,164.56,24.3,273.42,131.24,média,25,4.68,96.0,4.0,"SerpAPI, ScrapingBee"
Personalização,6,"ThemeHub: Themes, Widget Icons",com.themeshub.widgets.iconchanger,"MANDALA CONSULTING CO.,LTD",haiyen.mandala@gmail.com,http://mandala.pro.vn/,Personalização,4.2,471,5,100.000+,100000,420412,1,0,BRL,1,1,"R$ 25,99 – R$ 129,99 por item",Classificação Livre,11 de dez. de 2025,1782723972,1.0.3,,"Personalize seu celular com os temas, ícones e widgets fofos e estéticos do ThemeHub.",https://play.google.com/store/apps/details?id=com.themeshub.widgets.iconchanger&hl=pt&gl=br,100,42,81,pequeno/indie,40983,1377.93,4921.19,15993.87,3051.14,26574.42,16476.14,média,5,3.4,60.0,40.0,"SerpAPI, ScrapingBee"
Personalização,3,Santertainment Wallpaper,com.santer.wallpaper,Santertainment,apps@santertainment.net,https://www.santertainment.net,Personalização,4.0,2881,3,100.000+,100000,165460,1,0,BRL,1,1,"R$ 6,49 – R$ 32,99 por item",Classificação Livre,19 de out. de 2020,1770047605,5.0,,"Santertainment Wallpaper é um aplicativo de papel de parede simples, limpo e fácil de usar",https://play.google.com/store/apps/details?id=com.santer.wallpaper&hl=pt&gl=br,100,32,79,pequeno/indie,12771,103.94,371.23,1206.5,230.16,2004.65,1242.88,média,3,3.33,66.7,33.3,"SerpAPI, ScrapingBee"
Personalização,11,"Launcher Tema-Ícone, Widget",com.launcher.themes.wallpapers.ai.icons,Animoji Phone X & Emoji Maker Develop Team,liruiqus@gmail.com,https://launcher-47977.web.app/,Personalização,4.32,3894,495,100.000+,100000,492030,1,0,BRL,1,1,"R$ 2,59 – R$ 104,99 por item",Classificação 10 anos,30 de mai. de 2024,1730172312,1.0.0.263,,"Personalize temas, ícones, widgets e papéis de parede com Themepack Launcher.",https://play.google.com/store/apps/details?id=com.launcher.themes.wallpapers.ai.icons&hl=pt&gl=br,100,24,77,pequeno/indie,40307,616.64,2202.3,7157.48,1365.43,11892.43,7373.3,média,25,4.28,84.0,16.0,"SerpAPI, ScrapingBee"
Personalização,25,Temas: Ícones & Widget,com.dtp.themicon,DTP Pub,casualpubapp@gmail.com,https://dtppub.com/,Personalização,3.1176472,415,7,100.000+,100000,332596,1,0,BRL,1,1,"R$ 4,89 – R$ 159,99 por item",Classificação Livre,2 de dez. de 2023,1779678393,1.9.6,,"1000+ temas de telefone com ícones de aplicativos, papéis de parede e widgets!",https://play.google.com/store/apps/details?id=com.dtp.themicon&hl=pt&gl=br,100,28,68,pequeno/indie,26680,943.37,3369.19,10949.86,2088.9,18193.61,11280.04,média,8,2.62,37.5,50.0,"SerpAPI, ScrapingBee"
Personalização,2,"Theme Icon: Widgets, Wallpaper",com.yotheme.icon.widget,ptt studio,ntha7989@gmail.com,https://liquid-launcher-os.web.app,Personalização,,,,50.000+,50000,98989,1,0,BRL,1,1,"R$ 59,99 – R$ 599,99 por item",Classificação Livre,25 de abr. de 2024,1781013033,1.2.1,,"Temas com coleção de papéis de parede, ícones e widgets em diversos estilos.",https://play.google.com/store/apps/details?id=com.yotheme.icon.widget&hl=pt&gl=br,100,29,68,pequeno/indie,8903,1249.59,4462.81,14504.14,2766.94,24099.19,14941.5,média,1,5.0,100.0,0.0,"SerpAPI, ScrapingBee"
